,Unnamed: 0,date,prcp,tmax,tmin,vp,srad,runoff
4893,4893,1993-05-29,0.0012253672792167,15.798674870118235,4.946109215446972,878.4339842350412,398.1091902543891,7.896
4894,4894,1993-05-30,0.0,19.74737997133644,3.219558961841634,772.8619670369044,519.242296667861,6.84
4895,4895,1993-05-31,8.982944621103547,21.984916640541023,5.928968111787889,935.2849337155142,374.4616176997492,6.2
4896,4896,1993-06-01,6.699330717036904,13.376958023557863,4.060361779492117,826.5646721605159,256.0741221784307,6.824
4897,4897,1993-06-02,7.02035770669115,14.576567258599068,3.1932781988982444,774.7713185238266,328.85092708706554,6.264
4898,4898,1993-06-03,0.4825904816122133,12.867075532963096,3.4805338308402005,791.1175206019348,336.7789098889287,5.408
4899,4899,1993-06-04,2.4668434112997133,13.900171589484057,2.9373376477964888,761.3796130419205,348.8995879613042,4.68
4900,4900,1993-06-05,0.0,15.344750705392332,5.532336430154962,910.082318165532,343.1666965245432,4.432
4901,4901,1993-06-06,6.350763335274095,13.595083807327123,5.566796735041204,913.0487280544608,237.97722590469365,4.2
4902,4902,1993-06-07,17.753644527051236,7.339573629523469,3.748280256292548,807.7657649587961,106.013346470799,5.168
4903,4903,1993-06-08,0.0,10.110107684297745,1.663328591062791,699.5597008240774,316.14528842708705,5.392
4904,4904,1993-06-09,4.781268194643497,15.63484050295593,0.5057434716219545,636.8040128986027,371.0712782156933,4.2
4905,4905,1993-06-10,7.797315870207811,12.41170139510928,3.465170203891974,785.1270154066643,247.6672339663203,4.056
4906,4906,1993-06-11,12.013419249372983,6.97295576182372,1.0798531412352204,673.080257972053,188.8555849158008,4.096
4907,4907,1993-06-12,8.015298896005016,6.284306700107488,0.0727910992066435,620.3820315299176,193.1415487280545,4.424
4908,4908,1993-06-13,0.0,17.232562533590112,-0.4212898410208034,595.3823898244357,559.078197778574,4.048
4909,4909,1993-06-14,2.350179182248746,23.61978233608026,2.542597509293264,733.9121282694375,468.6156395557148,3.688
4910,4910,1993-06-15,8.922457928385883,14.801798750447867,5.226545704944464,887.8480831243282,280.64063059835183,3.512
4911,4911,1993-06-16,4.543482398781799,13.476629680222144,5.995249098665353,941.446614116804,236.46761913292727,3.88
4912,4912,1993-06-17,0.0,19.86841073987818,2.042511609582139,711.9687388032963,560.6623969903261,3.824
4913,4913,1993-06-18,0.0,23.208107533142243,5.164027510300968,881.770870655679,553.6112504478682,3.408
4914,4914,1993-06-19,0.3531530005066508,25.537038695807954,7.423443238310641,1028.734414188463,528.9212647796488,3.184
4915,4915,1993-06-20,0.9291257403820316,28.519384293264064,8.8625723586976,1126.0866176997492,519.7969365818703,3.072
4916,4916,1993-06-21,9.13654660068076,22.109982421175207,5.878903450824077,935.2737370118238,384.9545861698316,2.952
4917,4917,1993-06-22,15.633529089036188,7.029427036680401,1.1047832143217038,671.7974740236474,186.7154917592261,3.456
4918,4918,1993-06-23,9.372239312746329,5.805761333863311,0.4032246594102696,635.422742744536,174.31525438910785,3.472
4919,4919,1993-06-24,0.0,13.199905947689,2.284407120543712,723.2768720888571,430.01397348620566,3.224
